일자,순위,카테고리,브랜드,상품명,가격
2026-01-06,77,포인트_월간,SISTER ANN,ウォータープルーフペンシルアイライナー,990
2026-01-06,78,포인트_월간,RISKY,"ビーボールドリップグロス, 2個",4320
2026-01-06,79,포인트_월간,JOOCYEE,とろ蜜リップペン,1590
2026-01-06,80,포인트_월간,フィー,"3Dボリューミングティント, 2個",3100
2026-01-06,81,포인트_월간,Laka,フルーティーリップグロッショナー,1800
2026-01-06,82,포인트_월간,インガ,ウォーターグロウリップティント,1690
2026-01-06,83,포인트_월간,Laka,ボンディンググロウリップスティック,2060
2026-01-06,84,포인트_월간,LEPOREM,まつ毛美容液アイラッシュセラム,1019
2026-01-06,85,포인트_월간,ICLIONE,"セルフまつげパーマ, 10回分",2350
2026-01-06,86,포인트_월간,ミュード,インスパイアスキニーマスカラ&マルチフィクサー,1500
2026-01-06,87,포인트_월간,クリオ,クリスタルグラムバーム,1700
2026-01-06,88,포인트_월간,クリオ,プロアイパレットキューブ,2100
2026-01-06,89,포인트_월간,ノエット,ベアシンスティック,2376
2026-01-06,90,포인트_월간,ロムアンド,ハンオールアイポットライナー,1700
2026-01-06,91,포인트_월간,ウェイクメイク,ソフトシアーマルチパレット,2450
2026-01-06,92,포인트_월간,コスノリ,"セルフまつ毛パーマキット, 5回分",2970
2026-01-06,93,포인트_월간,MilleFée,シェイクドロップチーク,1950
2026-01-06,94,포인트_월간,ペリペラ,パフィープランピングデューリップペンシル,1200
2026-01-06,95,포인트_월간,BBIA,オーバーグレイズ,1400
2026-01-06,96,포인트_월간,ジョンセンムル,アーティストアイパレット,5300
2026-01-06,97,포인트_월간,ノエット,ベアシンチーク,2232
2026-01-06,98,포인트_월간,SISTER ANN,"ウォータープルーフペンシルアイライナー, 2個",1880
2026-01-06,99,포인트_월간,フィー,メロウデュアルチーク,2090
2026-01-06,100,포인트_월간,デイジーク,ムードシャドウパレット,4490
